"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000141429",2.51343979177101,2.31274349292815,0.655201975848434,2.48855812943426e-06,0.000433388725083678
"ENSG00000125772",7.79086069696491,2.59677894774695,0.64942032983134,3.03770786686927e-06,0.000520207472201362
"ENSG00000119508",3.13871904380699,1.94301327441357,0.499424963418866,3.25552493310827e-06,0.000548363851415132
"ENSG00000173230",7.22452886572804,2.54716260320955,0.665339159840971,3.30886216912294e-06,0.000548363851415132
"ENSG00000116514",8.44805679944201,2.18535926485893,0.557177514018852,4.26399336509271e-06,0.00069543701311631
"ENSG00000043462",27.2666842423204,1.81874740230346,0.465251287976527,4.4804577035441e-06,0.000719323482873682
"ENSG00000136250",4.10896905719862,2.63732504842213,0.948214798220639,4.67009395667581e-06,0.000738234083151445
"ENSG00000237499",12.8700723091696,-0.911363849173587,0.221696582580088,4.77985360076449e-06,0.000744136299209926
"ENSG00000115415",8.8828845137203,3.67942172580435,0.802725749491346,5.55966391954885e-06,0.000852620101094992
"ENSG00000204120",3.57880077033449,2.40494810012377,0.67004589632162,7.67231508295099e-06,0.0011425077895264
"ENSG00000234432",7.57715149720048,0.897696869844476,0.232217128025865,7.61147485087616e-06,0.0011425077895264
"ENSG00000135365",3.86724567629833,2.57549548829133,0.761940659534029,8.50685750455181e-06,0.00120042570316709
"ENSG00000160551",2.72978178590919,3.82788463346591,0.956970781198232,8.52857190571262e-06,0.00120042570316709
"ENSG00000252010",3.77079957031183,2.02563390910964,0.715923517195559,8.31138247967215e-06,0.00120042570316709
"ENSG00000258804",6.16992765815668,-1.05379895832751,0.269851969795556,8.20470822360057e-06,0.00120042570316709
"ENSG00000124201",7.66040708114078,1.83753988842258,0.486197160217936,8.71829246040156e-06,0.00121054668960305
"ENSG00000138688",8.14929276178442,1.97451760238499,0.551532204631285,8.95768879545186e-06,0.0012272033649769
"ENSG00000055917",5.34905982491098,2.81789448317977,1.06427417083403,9.1178963774933e-06,0.00123271559577294
"ENSG00000021355",13.8127479516465,2.62232431355781,0.715971999056175,9.76238346577361e-06,0.0012538561263853
"ENSG00000067066",7.45075857188212,2.22467483024549,0.607994403458117,9.52256737910136e-06,0.0012538561263853
"ENSG00000125538",65.6838038809026,1.91902355141438,0.518167845345925,9.61466334244662e-06,0.0012538561263853
"ENSG00000135090",4.29153706495722,3.08402665482541,0.880652217016933,9.72430088935065e-06,0.0012538561263853
"ENSG00000101972",6.35538160484654,3.35984570793824,0.934351347437004,1.00229492257211e-05,0.00127142967029981
"ENSG00000281128",13.0094640918402,-1.21708787494076,0.322746268911755,1.03577775095568e-05,0.00129788004769141
"ENSG00000198604",7.62323508023552,3.28792356059286,0.630551985871482,1.05020170623238e-05,0.00130009910018526
"ENSG00000124731",10.6082462742466,2.04471060283495,0.556561173482936,1.0739075058741e-05,0.001313619002721
"ENSG00000073614",4.02416780257943,2.51777923480429,0.731758763467155,1.19950141519632e-05,0.0014005542092207
"ENSG00000083799",3.81977750345613,0.244224547887299,0.440485761501145,1.19508147079802e-05,0.0014005542092207
"ENSG00000100731",14.2422529506469,2.36695594051723,0.696912289631382,1.17607845968709e-05,0.0014005542092207
"ENSG00000143924",2.62491774357982,2.3522799765567,0.639278331696204,1.19018892661183e-05,0.0014005542092207
"ENSG00000187239",1.64725637961324,2.36223244528158,0.644089810260833,1.23848763043582e-05,0.00142982701154248
"ENSG00000188994",9.63829712294503,2.9136694276172,0.922538799381316,1.26190628543348e-05,0.00144067634253655
"ENSG00000273237",5.90736206110578,2.86344636490688,0.793317376707265,1.29290373022265e-05,0.00145984459648767
"ENSG00000145703",4.19227526101165,2.37501470016642,0.747060742581244,1.39655554293677e-05,0.00154296862405111
"ENSG00000145860",1.211554486079,2.59733823725501,0.691396305342207,1.39589584773041e-05,0.00154296862405111
"ENSG00000177409",3.971961959336,4.65727199398869,0.828509903633106,1.43978763882635e-05,0.00156027354523661
"ENSG00000222043",8.0894679333919,-1.43522941610056,0.391413464112468,1.44258867929419e-05,0.00156027354523661
"ENSG00000164587",6.52570472971772,1.79985278826454,0.503223958701045,1.53415482319921e-05,0.0016420250842054
"ENSG00000111859",5.75295663967838,2.51067307621663,1.16478354794812,1.59919458728629e-05,0.00169399220457388
"ENSG00000277140",3.77890230477263,3.06265011742565,0.877676315203954,1.62551514938229e-05,0.0017043028734595
"ENSG00000140299",2.09707148354186,2.39164204826676,0.673716437060159,1.68602772839958e-05,0.00173239349093057
"ENSG00000177954",6.96563874475149,2.71858838023068,0.774086782079916,1.67702262966195e-05,0.00173239349093057
"ENSG00000103569",10.6481431292466,2.34075673744433,0.665483454818953,1.77003851348278e-05,0.00180070749762728
"ENSG00000133112",22.4180807210531,1.89904145718083,0.543042162130734,1.84970534819779e-05,0.00186330612281689
"ENSG00000009307",7.14675133068589,2.49068469148589,1.03134696077433,1.93966277614939e-05,0.00193495485678981
"ENSG00000156273",4.9935416008462,2.51535786341622,0.791092864682716,1.97557284129935e-05,0.00195182797541834
"ENSG00000135046",27.047676216586,0.879427843415552,0.472322981378641,2.06906389300281e-05,0.00202472680958132
"ENSG00000101745",6.08076842278794,2.25287722368698,0.890281530300791,2.29344242182832e-05,0.00222312461172509
"ENSG00000130340",5.51145394496741,0.197511825526827,0.348675907978085,2.52099785646268e-05,0.00240224978402613
"ENSG00000149269",2.34334550207131,3.90722456141582,0.779350224690418,2.52499247372089e-05,0.00240224978402613
"ENSG00000201321",151.828860615327,-1.37667993644649,0.39673689318471,2.66585004218499e-05,0.00251299166820649
"ENSG00000134070",1.63093989793016,2.70384671178235,0.752507737332346,2.70324560297314e-05,0.00252507714277718
"ENSG00000004534",2.78122255017432,2.33425675996882,0.862526770765034,3.01920820225694e-05,0.00279480759262973
"ENSG00000165168",2.73637382256541,3.16657503848851,0.907458154096747,3.19361017669429e-05,0.00292985219335123
"ENSG00000136051",6.24035267743538,3.62010237161204,0.879406442449396,3.25935614251798e-05,0.00296370658091789
"ENSG00000149177",4.2719903351136,2.14350788164121,0.654442946450016,3.31965453982145e-05,0.00299205705233907
"ENSG00000164691",14.2782661364174,1.87079451783729,0.555850499299817,3.57953149113094e-05,0.00319823357142351
"ENSG00000104320",3.35871043658206,3.12844776948868,0.948964529020113,3.61876116259526e-05,0.00320541128841951
"ENSG00000108298",5.67812122306902,2.12286959114346,0.650884910160688,3.73989507763439e-05,0.00328439503612764
"ENSG00000262429",0.992542076672328,-2.46887299696654,0.629464810822602,3.88278025573687e-05,0.00338098026505901
"ENSG00000153561",1.8171264812362,0.191780485329556,0.355448328756384,4.05259784179764e-05,0.00349919687600594
"ENSG00000117335",3.40164549393176,1.86362915309405,0.712976824500887,4.17903488217298e-05,0.00357273540209129
"ENSG00000259001",13.5271072515343,1.88322858305923,0.508863137496799,4.20730884333865e-05,0.00357273540209129
"ENSG00000112137",2.98504783272013,1.69698456237022,0.498921263858548,4.40156389927666e-05,0.00370705484139899
"ENSG00000010818",3.86459210285314,1.96950261668303,0.598571751602604,4.48759986141833e-05,0.00374878768911165
"ENSG00000164548",2.94156008514475,3.01718250488385,0.973425427807737,4.61504152485948e-05,0.00382415739257509
"ENSG00000118503",12.2989972584289,2.08071281455458,0.661690913941836,4.72373610335631e-05,0.00388291107695889
"ENSG00000119844",2.49737515770463,2.49582128515037,0.796619926440194,4.83860574689193e-05,0.00394576778169163
"ENSG00000059377",4.25298517171418,2.60329647233347,0.830580567762303,5.06761743873219e-05,0.00400536686022871
"ENSG00000175471",4.85229027535529,2.21917744999103,0.812458006228029,4.97388853389906e-05,0.00400536686022871
"ENSG00000181617",20.4054703648428,1.13868315297931,0.551044576571717,5.04041036609637e-05,0.00400536686022871
"ENSG00000185728",4.78029639132709,0.179997586258903,0.374942225409734,5.02919992993887e-05,0.00400536686022871
"ENSG00000144136",3.87760679235072,2.40648590293248,0.830583637425721,5.31164311020996e-05,0.00416619335552728
"ENSG00000171634",5.01033570262356,1.82638175234811,0.803869828864807,5.43221410418195e-05,0.00422848484245981
"ENSG00000153922",10.6761592270695,2.18871175551312,0.746390058618665,5.47417980155415e-05,0.00422911259105029
"ENSG00000123983",2.20093325953248,3.32278843856628,0.955615485317374,5.80973493854248e-05,0.00439120679165545
"ENSG00000197930",8.77734452047907,0.47439314310161,0.515738779255918,5.7641395762931e-05,0.00439120679165545
"ENSG00000213279",45.7428788912527,0.631474811873312,0.179028043197021,5.81220558311573e-05,0.00439120679165545
"ENSG00000115524",11.3212270506898,2.12697256174364,0.725478110828588,5.88935907752261e-05,0.00441701930814195
"ENSG00000117228",5.16942522761538,4.47760940975682,0.642235340672454,6.18956666460253e-05,0.00457538111358209
"ENSG00000136603",4.74868577584416,2.2426386250346,0.76157545286293,6.1809040534439e-05,0.00457538111358209
"ENSG00000126549",3.18559658101866,3.03508061781473,1.00441276739226,6.34521432523735e-05,0.00465693408512955
"ENSG00000118308",3.8556613082812,1.95986269957279,0.857468070240497,6.52703766081971e-05,0.00475640510389521
"ENSG00000200370",5333.33901743696,-1.19683351069491,0.375354510635731,6.63327553187042e-05,0.00479978211901187
"ENSG00000107290",6.48005198018887,2.06467521770159,0.656951511769796,6.8005032443113e-05,0.00485244241911796
"ENSG00000136560",2.21681162532162,2.29300190054912,0.884786966295718,6.76099182386307e-05,0.00485244241911796
"ENSG00000111540",1.85782237708467,0.345128942997883,0.550853076435562,6.95777592429571e-05,0.00492711790640136
"ENSG00000187514",6.96675143751792,1.67141231869563,0.544954680663094,7.0010629132321e-05,0.00492711790640136
"ENSG00000067596",2.2619446191314,2.66611520971326,0.773786424487707,7.21019710723718e-05,0.00503978063107905
"ENSG00000137752",3.74414808336831,3.15562694177155,0.674383351144846,8.04709431624358e-05,0.0055170208128232
"ENSG00000168769",7.57596140377453,1.83883430566936,0.589129634189449,8.05404498222364e-05,0.0055170208128232
"ENSG00000185862",5.67633771706359,1.72282409273091,0.541356531921106,8.01100454699695e-05,0.0055170208128232
"ENSG00000196663",4.40400297721679,1.74357656395165,0.555619720104648,8.23648863664249e-05,0.00560463051268222
"ENSG00000118515",11.8801354657484,1.88487410935307,0.623492751254535,8.72267057801467e-05,0.0057082661625206
"ENSG00000135119",5.94094722989832,0.935081085953351,0.284469888497543,8.45027847418794e-05,0.0057082661625206
"ENSG00000136156",6.46591559384448,2.44644138531159,0.836233165856021,8.62289171286243e-05,0.0057082661625206
"ENSG00000163041",10.2771165215187,1.93691568519417,0.635291704954422,8.77767448835285e-05,0.0057082661625206
"ENSG00000170542",3.66905686314518,2.436196551132,0.951204857980495,8.77029525856114e-05,0.0057082661625206
"ENSG00000235706",16.887334549384,0.577978449301437,0.165406770901397,8.55418642538849e-05,0.0057082661625206
"ENSG00000241860",48.5102949607326,1.32623983590121,0.428031027507924,8.6491147019618e-05,0.0057082661625206
"ENSG00000100604",3.50925716445926,-1.65829725345741,0.564395180513598,9.27945721099024e-05,0.00596254928097302
"ENSG00000124486",5.64064427565567,2.09919446842739,0.68579645695343,9.44388015880088e-05,0.00596254928097302
"ENSG00000125691",5.16682363023904,1.74582307394225,0.583187182497886,9.44621740516482e-05,0.00596254928097302
"ENSG00000253374",7.66135011508564,-1.08130102760437,0.340248230238153,9.45883730217618e-05,0.00596254928097302
"ENSG00000272078",2.12688246429525,-1.25839778782883,0.394463699056448,9.32841952437126e-05,0.00596254928097302
"ENSG00000120129",14.9333073309095,1.72764492605989,0.566212726734377,9.62642672882147e-05,0.00603119113650247
"ENSG00000087074",24.2644403471895,1.25628570637665,0.403567124787786,0.000101764559787201,0.00633254356225107
"ENSG00000198918",5.84535111293982,1.20731932975853,0.383037504439478,0.000102306786504494,0.00633254356225107
"ENSG00000077150",7.14725113267466,0.555042989250728,0.899155929384923,0.000106347482022903,0.00654323579512176
"ENSG00000165119",5.51702218978248,2.13338277181404,1.01915785892253,0.000106999150034393,0.00654414444406776
"ENSG00000165030",3.86204795368817,2.62814421534279,0.858009633324911,0.000108854334513213,0.0066182147167057
"ENSG00000034510",3.70285139575676,2.238011995465,0.761488158042256,0.000110332781738959,0.00665012498818428
"ENSG00000261416",3.25016130254401,-1.23594047341939,0.39866930396673,0.000110673612942045,0.00665012498818428
"ENSG00000144713",5.45416091426757,1.44315150954158,0.482217082254495,0.000112405827996279,0.00671494117826611
"ENSG00000038427",5.83848966125949,2.25583006941185,0.750839779001595,0.00011441447857637,0.0067954264009954
"ENSG00000109971",3.32912601890569,1.90673485793471,0.689842904528465,0.000116649566598128,0.00688835802756188
"ENSG00000127951",2.8084442682024,1.79499195439373,0.588994772327755,0.000117709916285154,0.00691125365617119
"ENSG00000082996",1.81849809780513,2.22883819066525,0.745202071746093,0.000119161277330117,0.00695671661685767
"ENSG00000173120",3.03183503950215,1.63621752215304,0.554454727915216,0.000121017595990728,0.0070251740045465
"ENSG00000133026",21.4414219388398,-0.882525052784334,0.277040531455787,0.000126096455918298,0.00727888249753099
"ENSG00000011405",1.65156374688838,2.98686019665465,0.927508713895131,0.000131383263641606,0.00754169292691344
"ENSG00000215301",3.60844745142061,2.00338388933942,0.794352530239506,0.000136920421472707,0.00781587405906702
"ENSG00000074356",1.99223276084388,0.23204600861077,0.405640871127054,0.000138288505846431,0.00785035578769102
"ENSG00000158290",1.39423219401054,1.99053782798202,0.812827112075749,0.000141609196795384,0.00795138040240822
"ENSG00000158615",4.33122295843116,1.97260939825727,0.675594590562018,0.000141615826145081,0.00795138040240822
"ENSG00000153187",4.09370063436454,1.88783821755839,0.659948020571671,0.000142477704538411,0.00795629572897922
"ENSG00000101596",21.1509774872776,1.74565461992803,0.636424865996343,0.000149657310416815,0.00826735948673536
"ENSG00000251022",9.43021807091102,1.12214128406535,0.374260335106515,0.000149386694466077,0.00826735948673536
"ENSG00000125812",3.41740985772567,2.24053755041161,0.782456313227878,0.000154382437022462,0.0083051284838
"ENSG00000162747",3.28588004198272,1.76569248998159,0.601850717405912,0.000151187903737408,0.0083051284838
"ENSG00000169895",2.92099497177138,1.87750855427373,0.663641382754452,0.000152547578523412,0.0083051284838
"ENSG00000188906",12.8117100546116,1.63754957795957,0.581733109241107,0.00015421820672147,0.0083051284838
"ENSG00000198000",1.11367762607776,3.16521658417515,0.886415999319896,0.00015280969605257,0.0083051284838
"ENSG00000121060",5.90030981312517,3.23829516608677,0.807120067192503,0.000155881093087535,0.00834207412226261
"ENSG00000205542",9.99312612011829,1.47511719583537,0.494109384798793,0.000157444715268626,0.00834996482895189
"ENSG00000210176",120.92488502553,-0.354890251876517,0.373060230129231,0.000157653837159773,0.00834996482895189
"ENSG00000123562",1.90896572704431,2.4024202483252,0.7811081951394,0.000161576829861441,0.00851385603500669
"ENSG00000182899",3.02230269476387,1.61528936045517,0.573502699968463,0.000163947482499589,0.00859469583001672
"ENSG00000023287",4.13015510240053,0.171636002264096,0.336930050337951,0.00016695677505433,0.00865239793785379
"ENSG00000100354",5.97151998265376,3.35635484255332,0.747769188265674,0.000167231354440479,0.00865239793785379
"ENSG00000102531",1.31744815699977,2.13905237143768,0.794705931822795,0.000167574422348701,0.00865239793785379
"ENSG00000133816",3.92021342138843,1.7763020158164,1.01319157375872,0.000170332321293502,0.00875082300645369
"ENSG00000047346",2.34600430099306,1.21814392622962,1.26993385590525,0.00017356248843715,0.00885150540858181
"ENSG00000065243",4.22580195083527,1.85872875013433,0.694919143969352,0.000174014996840246,0.00885150540858181
"ENSG00000137161",2.7801352319164,-1.58485152485999,0.522393905447527,0.000178423873277998,0.00903106058094302
"ENSG00000166128",1.04998811702254,2.87758942724539,0.94229322995053,0.000180740923047897,0.00908164950973575
"ENSG00000210112",180.632625755338,-1.24237388968682,0.424797223153291,0.000181191060778183,0.00908164950973575
"ENSG00000090061",1.24485645231726,2.35929635912896,0.766209484913604,0.000182259350947402,0.00909084869409976
"ENSG00000060138",4.25462511765996,1.53616132918239,0.537065379777327,0.00018596811302142,0.00921087299885179
"ENSG00000073803",2.51919675699957,2.67987358112621,0.974094510012446,0.000187490006950689,0.00921087299885179
"ENSG00000076685",4.24968636090136,0.980117902393272,1.01840258557118,0.000189847078059838,0.00921087299885179
"ENSG00000111641",1.84658855748165,1.26367061967197,0.459366516807707,0.000190044289611346,0.00921087299885179
"ENSG00000273112",2.25225588022711,1.97484323699988,0.679826737125463,0.000186679318319144,0.00921087299885179
"ENSG00000277273",2.16169053962885,1.57919100317689,0.575630713979796,0.000188410518761511,0.00921087299885179
"ENSG00000261423",7.62145663540067,-0.980333258543161,0.326348375325737,0.000197583830676602,0.00953133267700508
"ENSG00000054267",4.70581459685921,1.66509866205215,0.619159281166256,0.000199848049532645,0.00959550798573797
"ENSG00000188554",4.87070187102917,2.39921148172248,1.03635789331464,0.000204951097722164,0.00979475594928018
"ENSG00000227782",6.6345531415151,-0.913751005030073,0.305025838853172,0.000207972779848979,0.00989314959698267
"ENSG00000065526",6.51857973548433,1.55400970132244,0.601997722097718,0.000212531725729174,0.0100172636782902
"ENSG00000134243",3.02396290536007,0.0536857328869034,0.275292510881315,0.00021183589662054,0.0100172636782902
"ENSG00000150593",2.44379877081822,2.60991468553029,0.880722346327975,0.000218385757833235,0.0102461811038196
"ENSG00000092841",7.90492337608794,1.61787351540018,0.581859246913728,0.000220448759486224,0.0102959591078225
"ENSG00000163682",1.83191234879215,1.76430912316161,0.749108427837787,0.00022516628432433,0.0104687039431334
"ENSG00000147548",3.18181538529202,1.83344078669211,0.824410376142214,0.000230333848557338,0.0106607220447146
"ENSG00000108021",3.26594904049058,0.719585518821754,NA,0.000233473093680191,0.0107575607065648
"ENSG00000093167",2.03065406795813,1.91485857459231,0.780080754610837,0.000235347402314108,0.0107955114231137
"ENSG00000074755",5.18250457434572,2.06283432113089,0.866348864181451,0.00024083120575118,0.0108863401072685
"ENSG00000108848",2.75724519046257,1.1940070496307,0.419652166406496,0.000241565503110191,0.0108863401072685
"ENSG00000164190",5.59623365166645,1.6335583474159,0.609639934549259,0.000238468657227766,0.0108863401072685
"ENSG00000184588",14.4667734122927,1.45767034589713,0.543432830348354,0.000241013656383864,0.0108863401072685
"ENSG00000005020",1.24110960667066,2.69188623036752,0.852434642925359,0.000246343053621343,0.0110531653972022
"ENSG00000071189",1.77183683986258,2.03765846973213,0.735238142605777,0.000252491134010482,0.0111825275946453
"ENSG00000132478",6.37462194513252,-0.316529819805671,0.542123689001766,0.000251052472564788,0.0111825275946453
"ENSG00000214708",1.81862323529577,-1.5681416561696,0.518869321889654,0.000251716119538962,0.0111825275946453
"ENSG00000159140",6.01526167596991,1.71089967555539,0.740564457366222,0.000258402735836327,0.0113952279429968
"ENSG00000011422",9.58573046220096,1.28778058830808,0.462542569387056,0.00026127210024213,0.0114237056595229
"ENSG00000262999",13.3338429818531,-0.531679302526409,0.162604856982281,0.000260183422573859,0.0114237056595229
"ENSG00000264229",6.46543848773677,-1.10616924321444,0.382056876045674,0.000264502708535846,0.0115159547890077
"ENSG00000100201",15.8801166185796,1.86742720486087,0.813225467609222,0.000268377432785595,0.0115864626969411
"ENSG00000196576",4.6766520602088,-1.27334590789027,0.542951462392284,0.000267586732806862,0.0115864626969411
"ENSG00000241772",0.996237622267101,1.78059224505432,0.642555140033202,0.000275099124328527,0.0118269602614042
"ENSG00000163220",142.944183251978,0.318818293050129,0.336130090279854,0.000277597095867931,0.0118846256668458
"ENSG00000172243",10.0943794919947,1.74495314051707,0.683153329269693,0.000279235469190559,0.0119051636760705
"ENSG00000198961",2.26514029464929,2.17478804406975,0.759544512713301,0.000285267792696655,0.0121120932642898
"ENSG00000138814",2.00886429001878,0.211810986408965,0.400717906140812,0.000287644832792509,0.0121627599051154
"ENSG00000102699",2.65338941431509,2.26602753941414,0.827097658998823,0.000290050794773201,0.0121643751685495
"ENSG00000169629",1.11819572075676,1.94037201724308,0.693318021844059,0.000289763426367344,0.0121643751685495
"ENSG00000275700",5.38127943955176,2.25122786314535,1.07881763002901,0.000291553515613616,0.0121776925728858
"ENSG00000172493",6.9556511376109,1.50403065013511,0.571984492346072,0.000295537756798172,0.0122445582705694
"ENSG00000174718",65.3022637739353,1.94493118207661,0.873464293934513,0.000294869790431677,0.0122445582705694
"ENSG00000086061",3.77138062443975,1.96993088676858,0.729219405919472,0.000298343134821274,0.0123111474308779
"ENSG00000274213",9.83348308495053,-1.02668038914412,0.36131375172447,0.000305210132391024,0.0125441364412711
"ENSG00000025293",1.53511555781458,2.19983898626807,0.781604114546548,0.000309050993293634,0.0126406538174529
"ENSG00000102893",1.48628237333316,3.23304955245065,1.10337539649955,0.000313569850826918,0.0126406538174529
"ENSG00000119922",4.75778661344582,4.03271914779529,0.59950365621229,0.000314295114652899,0.0126406538174529
"ENSG00000123200",2.03669434391881,2.69587378427262,0.733976486177177,0.000314276401374412,0.0126406538174529
"ENSG00000206702",4.84018967362091,-1.59776487506476,0.674148410837514,0.000314939890731672,0.0126406538174529
"ENSG00000273544",1.9374234549354,-1.51913280449577,0.510534454521102,0.000313263011996572,0.0126406538174529
"ENSG00000062194",1.88157116165742,1.98344967528563,0.798076732384229,0.000319957931307816,0.0127135690948058
"ENSG00000074800",2.38674240665686,0.206791375780553,0.385016369026085,0.000323795687238087,0.0127135690948058
"ENSG00000100664",2.42234185946572,1.8562498215058,1.02380550716624,0.000322992868383827,0.0127135690948058
"ENSG00000135870",3.29782972067692,1.81628720738471,0.700734895764144,0.000318422907654919,0.0127135690948058
